dataset_doi,n_code_files,total_lines,has_interactions,has_ml_het,has_hierarchical,max_interactions,max_ml_het,max_hierarchical,name,description,published_at
doi:10.7910/DVN/UEOK3H,2,1203,TRUE,FALSE,FALSE,1,0,0,Replication Data for: The Political Consequences of External Economic Shocks: Evidence from Poland,"How do external economic shocks influence domestic politics? We argue that those materially exposed to the shock will display systematic differences in policy preferences and voting behavior compared to the unexposed, circumstances that political parties can exploit. Empirically, we take advantage of the 2015 surprise revaluation of the Swiss franc to identify the Polish citizens with direct economic exposure to this exogenous event. Using an original survey fielded prior to the 2015 elections and an embedded survey experiment, we show that exposed individuals were more likely to demand government support and more likely to desert the government and vote for the largest opposition party, which was able to use the shock to expand its electoral coalition without alienating its core voters. Our paper clarifies the connection between international shocks, voters’ policy preferences, partisan policy responses, and ultimately, voting decisions.",2021-12-06T14:55:28Z
doi:10.7910/DVN/UEYVO1,14,5781,TRUE,FALSE,TRUE,7,0,2,Encouraging Loyalty and Defection: The Impact of Campaigns on Tactical Voting in Britain,"I study the impact of party campaigns on tactical voting, focusing on voters with tactical incentives. Focusing on three UK Elections, I exploit panel data within each election to address endogeneity in party behavior, which would otherwise bias the estimates of campaign effects. My findings show that party contacts during campaigns have an influence in encouraging loyalty to preferred non-viable parties and defection to alternative viable ones. These findings are important as relatively little is known about what influences voters' decision to cast tactical votes, beyond their demographic characteristics and the electoral circumstances they may find themselves in.",2024-05-15T15:33:33Z
doi:10.7910/DVN/UFNXMK,1,324,FALSE,FALSE,FALSE,0,0,0,Descriptive Representation and Political Efficacy: Evidence from Obama and Clinton,Replication files for assessing relationship between daily variation in people's perceptions of Obama and Clinton's 2008 Democratic Primary successes and political efficacy among African Americans and women. Data from NAES-08 Online (waves 1 and 2 because those ask the political efficacy questions) and Iowa Electronic Markets.,2016-08-04T16:39:06Z
doi:10.7910/DVN/UFZTYU,17,6140,FALSE,FALSE,TRUE,0,0,3,"Replication Data for: ""Was there a culture war? Partisan polarization and secular trends in U.S. public opinion""",Replication material for article in the title. Please read the README.html file for instruction.,2019-01-07T11:08:07Z
doi:10.7910/DVN/UGI0MH,1,192,TRUE,FALSE,FALSE,5,0,0,"Replication Data for Journey Back Home: Violence, Anchoring, and Refugee Decisions to Return","Replication data for Journey Back Home: Violence, Anchoring, and Refugee Decisions to Return",2021-05-17T15:09:16Z
doi:10.7910/DVN/UGTOJV,1,311,TRUE,FALSE,TRUE,3,0,4,Dataset for: Does Threat from COVID-19 Stimulate Attitudes Amenable to Public Cooperation? Evidence from India,"This is the analysis data file and replication code for the article: Singh, Shane P., and Jaroslav Tir. “Does Threat from COVID-19 Stimulate Attitudes Amenable to Public Cooperation? Evidence from India.” British Journal of Politics and International Relations.",2022-06-14T19:35:18Z
doi:10.7910/DVN/UGWOHH,12,1721,FALSE,FALSE,TRUE,0,0,2,"Replication Data for: ""Selection, Patience, and the Interest Rate""","This is the replication package for ""Selection, Patience, and the Interest Rate,"" accepted in 2023 by the Journal of Political Economy Macroeconomics.",2023-09-13T16:33:16Z
doi:10.7910/DVN/UHUK4P,1,253,TRUE,FALSE,FALSE,2,0,0,Replication Data for: Does Public Opinion Constrain Presidential Unilateralism?,"This archive contains the data and code required to replicate Christenson and Kriner's ""Does Public Opinion Constrain Presidential Unilateralism?"" (APSR)",2019-06-18T12:36:44Z
doi:10.7910/DVN/UI3NTB,161,7557,TRUE,FALSE,TRUE,1,0,2,Replication Data for: Mining Competition and Violent Conflict in Africa,"Existing explanations for the well-established relationship between mining and conflict predominantly interpret violence near mines as conflict over territory or government. We provide evidence that competition between artisanal and industrial miners is also an important source of natural resources-related conflict, drawing on qualitative case studies at mining sites in the Democratic Republic of Congo and Zimbabwe, and a large-N analysis. For the latter, we use machine learning to estimate the feasibility of artisanal mining across the continent of Africa based on geological conditions. The impact of price shocks on violent conflict is over three times larger in locations with industrial mining where artisanal mining is feasible than in places with industrial mining unsuitable for artisanal mining. Our estimates suggest that 31 to 55% of the observed mining-conflict relationship is due to violent industrial-artisanal miner competition. This implies new avenues for conflict-mitigation as the clean energy transition increases demand for minerals.",2023-12-20T18:38:25Z
doi:10.7910/DVN/UIFXGX,2,1583,TRUE,FALSE,TRUE,1,0,1,Replication Data for: Political Determinants of Economic Exchange: Evidence from a Business Experiment in Senegal,"Economic growth requires confidence in the state’s ability to enforce secure exchange. But when states selectively enforce rule of law, political considerations can moderate the trust that buyers have in sellers. I argue that political connections produce moral hazard in exchange because they introduce biases in expectations of judicial enforcement. Buyers avoid trade with politically connected sellers, and, in this context of unequal enforcement, formal contracts disproportionately protect politically connected buyers. To examine these features of connections and contracts, I created a sales business in Senegal and randomized whether employees signaled political connections and/or offered formal contracts during transactions. The results show that political connections decreased buyers’ willingness to exchange. Formal contracts increased exchange, though primarily for connected buyers. These findings show that asymmetric political connections can impede daily trade and intensify economic inequalities in developing contexts, while simultaneously demonstrating the limits of state institutions for mitigating politically-driven moral hazard.",2020-12-04T19:57:22Z
doi:10.7910/DVN/UJN9C3,1,304,TRUE,FALSE,FALSE,1,0,0,"Replication Data for: Terrorism, Dynamic Commitment Problems, and Military Conflict","Since 9/11, several states initiated military conflicts in the name of fighting terrorism. However, studies indicate that the costs of terrorism are insignificant compared to the damage created by war. This raises the question: why do states initiate costly wars when the risk posed by terrorism appears marginal? This study presents two explanations. First, we argue that while terrorists frequently fail to achieve their strategic objectives, terrorists can accomplish tactical objectives, and may transition to insurgencies by seizing control of pockets of territory. States may respond by initiating preventive wars to stop terrorists from consolidating control over their strategically valuable territories (such as resource rich areas). Second, rival states may opportunistically exploit terrorist violence by declaring that the government is a ‘weak state.’ This allows rivals to seize portions of the government’s territory under the cover of fighting terror. We test these hypotheses using post-Cold war African dyads from 1990-2006.",2015-05-29T15:19:45Z
doi:10.7910/DVN/UJT2FP,1,48,TRUE,FALSE,TRUE,3,0,3,"Replication Data for Policy Alienation, Social Alienation and Working Class Abstention in Britain, 1964-2010","Replication Data for paper ""Policy Alienation, Social Alienation and Working Class Abstention in Britain, 1964-2010""",2017-02-28T12:20:56Z
doi:10.7910/DVN/UJYEAD,2,532,TRUE,FALSE,TRUE,2,0,5,Replication Data for: Social and Institutional Origins of Political Islam,"Under what conditions did the first Islamist movements organize? Which social and institutional contexts facilitated such mobilization? A sizable literature points to social and demographic changes, Western encroachment into Muslim societies, and the availability of state and economic infrastructure. To test these hypotheses, we match a listing of Muslim Brotherhood branches founded in interwar Egypt with contemporaneous census data on over 4,000 subdistricts. A multilevel analysis shows that Muslim Brotherhood branches were more likely in subdistricts connected to the railway and where literacy was higher. Branches were less likely in districts with large European populations, and where state administration was more extensive. Qualitative evidence also points to the railway as key to the movement's propagation. These findings challenge the orthodoxy that contact between Muslims and the West spurred the growth of organized political Islam, and instead highlight the critical role of economic and state infrastructure in patterning the early contexts of Islamist activism.",2018-03-27T12:11:26Z
doi:10.7910/DVN/ULTUUC,1,127,TRUE,FALSE,FALSE,4,0,0,Intergovernmental Organizations and Democratic Victory in International Crises,Replication data for Intergovernmental Organizations and Democratic Victory in International Crises.,2017-03-02T20:17:59Z
doi:10.7910/DVN/UM0ZOF,1,59,TRUE,FALSE,FALSE,2,0,0,Replication Data for: Women's Descriptive Representation and Gendered Import Tax Discrimination,Replication materials for main text analyses.,2020-10-19T13:13:18Z
doi:10.7910/DVN/UMFJRG,1,687,TRUE,FALSE,FALSE,1,0,0,"Replication Data for: Trump and the Shifting Meaning of ""Conservative"": Using Activists' Pairwise Comparisons to Measure Politicians' Perceived Ideologies","This replication archive provides formatted data and R code on the perceived ideology of U.S. Senators asked in three YouGov surveys in 2016 and one in 2021. The 2021 survey also asked about several prominent politicians beyond Senators. Specifically, the Rdata objects include data frames in which each row represents a pair of politicians (denoted in the first two columns) and columns 3, 4, and 5 indicate the number of survey respondents who evaluated the first to be more liberal/conservative, the second to be more liberal/conservative, or the number not able to rank them. The data and code included enable replication of all analyses in the corresponding manuscript.",2022-01-20T15:23:25Z
doi:10.7910/DVN/UMIBSL,5,582,TRUE,FALSE,FALSE,1,0,0,Replication Data for: Sources of Authoritarian Responsiveness: A Field Experiment in China,"A growing body of research suggests that authoritarian regimes are responsive to societal actors, but our understanding of the sources of authoritarian responsiveness remains limited because of the challenges of measurement and causal identification. By conducting an online field experiment among 2,103 Chinese counties, we examine factors that affect officials' incentives to respond to citizens in an authoritarian context. At baseline, we find that approximately one third of county governments respond to citizen demands expressed online. Threats of collective action and threats of tattling to upper levels of government cause county governments to be considerably more responsive, while identifying as loyal, long-standing members of the Chinese Communist Party does not increase responsiveness. Moreover, we find that threats of collective action make local officials to be more publicly responsive. Together these results demonstrate that top-down mechanisms of oversight as well as bottom-up societal pressures are possible sources of authoritarian responsiveness.",2015-05-14T17:56:59Z
doi:10.7910/DVN/UMNENW,1,650,FALSE,FALSE,TRUE,0,0,1,"Replication Data for: Campaign Perceptions of Electoral Closeness: Uncertainty, Fear, and Over-Confidence","This replication data is for Enos, Ryan D. and Eitan Hersh, 2015. “Campaign Perceptions of Electoral Closeness: Uncertainty, Fear, and Over-Confidence” British Journal of Political Science. It was collected as party of the Ground Campaign Project (GCP) by Enos and Hersh 2013.",2015-09-29T08:19:43Z
doi:10.7910/DVN/UMP7YP,4,490,FALSE,FALSE,TRUE,0,0,1,Replication Data for: Strategic Allocation of Irrevocable and Durable Benefits,"The logic behind redistribution theories is that incumbents target benefits to build and sustain linkages with voters. However, a recent literature shows that some benefits can have a countervailing effect in environments plagued by clientelism: by permanently boosting voters’ incomes, irrevocable and durable benefits might reduce the voters’ dependence on incumbents. This article explains how parties strategically allocate these benefits when trading off the income effect relative to the standard electoral rewards of redistribution. The theory highlights a previously unstudied rationale to target opposition areas: to weaken voters’ dependence on machines. The framework is tested with administrative data on the allocation of cisterns by state governments across Brazilian semi-arid municipalities, where clientelism is rampant. States favor areas governed by copartisans, but only where local clientelistic mobilization is weak. Where it is strong, states favor municipalities led by the opposition, while avoiding their own local strongholds.",2020-10-29T19:23:09Z
doi:10.7910/DVN/UMQC2D,1,11,FALSE,FALSE,FALSE,0,0,0,Replication data for: Reputation and Interstate Conflict,"In international politics, states learn from the behavior of other nations, including the reputations states form through their actions in the international system. I develop a model of how states process this information and examine how this learning affects international conflict. The model builds off of cognitive balance theory and foreign policy learning models, and breaks new ground in its ability to provide a contextual assessment of reputation in world politics. I then investigate whether a dyad is more likely to experience conflict if at least one of the states has a reputation for hostility. This hypothesis is tested empirically across all dyads in the international system from 1817-2000. The results indicate that states do engage in this learning behavior, and that the information generated by extra-dyadic interaction of states has a significant bearing upon the likelihood of dyadic conflict.",2011-11-02T00:00:00Z
doi:10.7910/DVN/UMSSKG,1,1636,TRUE,FALSE,TRUE,1,0,1,"Opportunistic election timing, a complement or substitute for economic manipulation?",File includes data for 23 parliamentary democracies to test the relationship between dissolution powers and economic manipulation.,2019-02-28T07:36:22Z
doi:10.7910/DVN/UN3KML,1,267,FALSE,FALSE,FALSE,0,0,0,Replication Data for: Measuring the Influence of Political Actors on the Federal Budget,"These are the replication files for ""Measuring the Influence of Political Actors on the Federal Budget.""",2020-01-27T11:57:15Z
doi:10.7910/DVN/UNEBPY,7,1824,TRUE,FALSE,TRUE,1,0,2,How Do We Know What We Know? Learning from Monte Carlo Simulations,"Monte Carlo simulations are commonly used to test the performance of estimators and models from rival methods under a range of data generating processes. This tool improves our understanding of the relative merits of rival methods in different contexts, such as varying sample sizes and violations of assumptions. When used, it is common to report the bias and/or the root mean squared error of the different meth- ods. It is far less common to report the standard deviation, overconfidence, coverage probability, or power. Each of these six performance statistics provides important, and often differing, information regarding a method’s performance. Here, we present a structured way to think about Monte Carlo performance statistics. In replications of three prominent papers, we demonstrate the utility of our approach and provide new substantive results about the performance of rival methods.",2023-03-01T16:09:33Z
doi:10.7910/DVN/UNWIHE,1,535,TRUE,FALSE,TRUE,3,0,2,Replication Data for: The Gender Readings Gap in Political Science Graduate Training,"This is the replication Stata code and log file for the Journal of Politics research note, ""The Gender Readings Gap in Political Science Graduate Training,"" by Heidi Hardt, Amy Erica Smith, Hannah June Kim and Philippe Meister. For our searchable database, see our website here: http://gradtraining.socsci.uci.edu/",2018-10-15T08:21:31Z
doi:10.7910/DVN/UOABFB,1,377,TRUE,FALSE,FALSE,5,0,0,Replication Data for: Backchannel Representation:  A Study of the Strategic Communication of Senators with the U.S. Department of Labor,Replication data and code for Backchannel Representation: A Study of the Strategic Communication of Senators with the U.S. Department of Labor,2017-04-24T16:16:39Z
doi:10.7910/DVN/UPHCUE,30,3974,FALSE,FALSE,TRUE,0,0,1,"Replication Data for ""Do shifts in late-counted votes signal fraud? Evidence from Bolivia""","These files contain the data and code required to create the tables and figures in ""Do shifts in late-counted votes signal fraud? Evidence from Bolivia"". The codes must be run in Stata.",2022-02-02T01:58:25Z
doi:10.7910/DVN/UPMOHW,6,2565,FALSE,FALSE,TRUE,0,0,1,Guns or Money? Defense Cooperation and Bilateral Lending as Coevolving Networks,"How are defense cooperation and economic cooperation related? To answer this question, we analyze the coevolution of defense cooperation agreements (DCAs) and government-to-government loans. We argue that governments pursue two distinct sets of interests. At the bilateral level, governments use issue linkages and side payments to encourage spillover from defense cooperation to economic cooperation, and vice versa. That is, governments' bilateral interests in DCAs and loans are largely complementary. However, at the network level, interests may diverge. Specifically, governments use DCAs to build clubs of like-minded defense collaborators or ""security communities,"" while they use loans to impose asymmetric forms of political authority or ""hierarchies."" In some contexts, these network-level interests are, like bilateral interests, complementary. For example, defense partners rely on loans to coordinate their foreign policies and better respond to security threats, and debtors rely on lending patterns to identify suitable defense partners. In other cases, however, these interests strongly conflict. For example, governments that are highly active in the loan network are especially likely to rely on asymmetric exercises of political authority, which is incompatible with the network-level goal of using DCAs to establish communities of defense collaborators. Similarly, governments that are highly active in the DCA network are, due to their complex multilateral political commitments, less vulnerable to the asymmetric influences that loans enable. To empirically test these claims, we develop a longitudinal model of multiplex network coevolution. Overall, the results show that while economic and defense cooperation often reinforce one another, they sometimes conflict in unexpected ways.",2018-05-23T06:18:12Z
doi:10.7910/DVN/UPSRNO,2,79,FALSE,FALSE,FALSE,0,0,0,"Replication Data for: Ideology, Learning, and Policy Diffusion:  Experimental Evidence","We introduce experimental research design to the study of policy diffusion in order to better understand how political ideology affects policymakers’ willingness to learn from one another’s experiences. Our two experiments, embedded in national surveys of U.S. municipal officials, expose local policymakers to vignettes describing the zoning and home foreclosure policies of other cities, offering opportunities to learn more. We find that: (1) policymakers who are ideologically predisposed against the described policy are relatively unwilling to learn from others, but (2) such ideological biases can be overcome with an emphasis on the policy’s success or on its adoption by co-partisans in other communities. We also find a similar partisan-based bias among traditional ideological supporters, who are less willing to learn from those in the opposing party. The experimental approach offered here provides numerous new opportunities for scholars of policy diffusion.",2015-06-16T12:51:15Z
doi:10.7910/DVN/UQAIZI,1,397,TRUE,FALSE,TRUE,3,0,2,Replication Data for: How to Elect More Women: Gender and Candidate Success in a Field Experiment,"Women are dramatically underrepresented in legislative bodies, and most scholars agree that the greatest limiting factor is the lack of female candidates (supply). However, voters’ subconscious biases (demand) may also play a role, particularly among conservatives. We designed an original field experiment to test whether it is possible to increase women’s electoral success through political party leaders’ efforts to exogenously shock the supply of female candidates and/or voter demand for female representatives. The key experimental treatments involved messages from a state Republican Party chair to the leaders of 1,842 precinct-level caucus meetings. We find that party leaders’ efforts to stoke both supply and demand (and especially both together) increase the number of women elected as delegates to the statewide nominating convention. We then replicate this finding with a national sample of validated Republican primary election voters (N=2,897) using a vignette survey experiment. Our results suggest that simple interventions from party leaders can affect the behavior of candidates and voters and ultimately lead to a substantial increase in women’s electoral success.",2017-01-28T19:09:45Z
doi:10.7910/DVN/UQDLUB,3,2689,FALSE,TRUE,TRUE,0,1,1,Replication Data for: Why Compete for Firms?: Electoral Effects of Corporate Headquarters Relocation,"Why do local and state governments in the U.S. compete to attract and retain corporations in their jurisdictions even by offering generous incentives, which can jeopardize public spending on other needs? This research shows that the answer can lie in the electoral effects of HQ relocation. Using an original dataset of interstate HQ relocation cases covered in the news media from 1995 to 2015, this research finds that interstate business location decisions affect gubernatorial election outcomes. However, empirical analyses provide evidence that voters use different attribution processes when considering HQ relocation-in versus relocation-out cases: HQ relocation-out results in greater support for Republican candidates, whereas HQ relocation-in increases support for the incumbent party. Supplementary analyses suggest that the perceptual effects and symbolic value of HQ relocation, rather than its immediate local economic effects, drive electoral outcomes. The findings have implications for electoral accountability and the political economy of business-government relationships.",2023-05-02T12:08:11Z
doi:10.7910/DVN/UQKU5T,1,35,FALSE,FALSE,FALSE,0,0,0,Replication data for: Violence and Election Fraud: Evidence from Afghanistan,NA,2012-05-16T00:00:00Z
doi:10.7910/DVN/UQPIKX,4,1925,FALSE,FALSE,TRUE,0,0,1,Replication Data for: Party Nomination Strategies in List Proportional Representation Systems,"In list proportional representation (PR) systems, parties shape political selection. We propose a theory of party list choice and elections in list PR systems. Our results describe how a party allocates candidates of heterogeneous quality across list ranks depending on (1) its policy goals and (2) its competitive environment. We test our predictions on the universe of Swedish local politicians from 1991 to 2014. While parties assign better candidates to higher ranks at all ballot levels, the pattern is most pronounced among electorally advantaged parties that have the strongest prospect of controlling the executive. Our findings challenge conventional accounts of candidate selection in which parties prioritize candidate quality in their nomination strategies only when constrained by electoral incentives.",2021-11-05T16:52:21Z
doi:10.7910/DVN/UQVN70,1,540,FALSE,FALSE,FALSE,0,0,0,"Replication Data for ""Bureaucratic Capacity and Class Voting: Evidence from Across the World and the United States""","Why do the rich and poor support different parties in some places? We argue that voting along class lines is more likely to occur where states can tax the income and assets of the wealthy. In low bureaucratic capacity states, the rich are less likely to participate in electoral politics because they have less to fear from redistributive policy. When wealthy citizens abstain from voting, politicians face a more impoverished electorate. Because politicians cannot credibly campaign on anti-tax platforms, they are less likely to emphasize redistribution and partisan preferences are less likely to diverge across income groups. Using cross-national survey data, we show there is more class voting in countries with greater bureaucratic capacity. We also show that class voting and fiscal capacity were correlated in the United States in the mid-1930s when state-level revenue collection and party systems were less dependent on national economic policy.",2019-01-15T21:27:37Z
doi:10.7910/DVN/URHLUO,1,135,FALSE,FALSE,FALSE,0,0,0,"Replication Data for: Are you my mentor? A field experiment on gender, ethnicity, and political self-starters","Replication Data for: Are you my mentor? A field experiment on gender, ethnicity, and political self-starters. These files contain the coded email responses and Stata .do files necessary to reproduce all findings. Abstract: Do public officials respond unequally to requests for career advice? Through a correspondence experiment with 8,189 officials, we examine whether (hypothetical) male and female students who express interest in political careers receive differential responses from public officials. We report three striking findings. First, emails sent by female students were more likely to receive a response than those sent by male students, especially when the official was male. Second, the responses women received were as likely to be long, thoughtful, and contain an offer of help as those to men. Third, there were no partisan differences in responsiveness to male or female senders. Examining senders with Hispanic last names bolsters the results: Hispanic senders, especially men, were less likely to receive a quality response than non-Hispanic senders. Thus politicians may condition responsiveness and helpfulness on the ethnicity of constituents, but women who are self-starters in search of advice receive equal treatment.",2017-06-27T19:58:15Z
doi:10.7910/DVN/USWU3O,2,633,TRUE,FALSE,TRUE,1,0,1,"Replication Data for: ""Are There Social Class Gaps in Nascent Political Ambition? Survey Evidence from the Americas""","Why do so few working-class citizens go on to hold elected office in democracies? This paper tests an explanation motivated by the larger literature on descriptive representation, namely, differences in nascent ambition. Are workers less likely to be personally inclined to run? In this study, we use new data from 10 surveys administered to 13,535 respondents in the Americas to conduct the first cross-national analysis of social class gaps in nascent ambition (and one of the largest studies of nascent ambition to date). We find little evidence of social class differences in standard measures of nascent ambition, although we find substantial gender gaps, consistent with much past research.",2024-09-23T20:40:32Z
doi:10.7910/DVN/USYADS,3,1574,TRUE,FALSE,FALSE,4,0,0,Replication Data for: Ethnonationalist Gender Norms: How Parties Shape Voter Attitudes to Women Candidates in India,"How do parties shape voter attitudes to women candidates in multi-ethnic societies? We posit that parties associated with ethnonationalist gender norms - patriarchal norms applied to women from an ethnonationalist party’s core ethnic constituency - provide voters with informational cues about whether and how effectively the party’s women candidates of different ethnicities will represent their interests. In particular, voters’ support for an ethnonationalist party’s women candidates should vary depending on whether these candidates belong to the party’s core ethnic constituency. Evidence from an original conjoint survey experiment in the Indian state of Bihar supports the argument. We find that upper-caste women candidates receive relatively less support when they are affiliated with the national ruling party whose ideology prescribes ethnonationalist gender norms targeting its core Hindu upper-caste constituency. Our results, which we further bolster usng real-world electoral data, illuminate how ethnonationalist gender norms can undermine voter support for elite women candidates.",2023-02-15T20:16:30Z
doi:10.7910/DVN/UTAP1V,1,207,FALSE,FALSE,FALSE,0,0,0,"It's Not Just What You Have, but Who You Know: Networks, Social Proximity to Elites, and Voting in State and Local Elections","These files were used for the analysis in Pietryka and DeBats' ""It's Not Just What You Have, but Who You Know: Networks, Social Proximity to Elites, and Voting in State and Local Elections."" The .tsv files represent the data from Alexandria and Newport. The .R file provides the code to run the models reported in the main text using the R statistical computing software.",2017-03-27T06:51:35Z
doi:10.7910/DVN/UTCBC0,14,2048,FALSE,FALSE,TRUE,0,0,1,Replication Data for: Coalition-Building and Consensus in the Council of the European Union,"Although qualified-majority voting is possible, member states in the Council of the European Union (EU) still adopt most policies by consensus. The agent-based model of coalition building in multilateral negotiations presented here addresses this puzzle. The model demonstrates that consensual decisions may emerge as an unintended by-product of government representatives’ desire to form blocking coalitions. A qualitative case study demonstrates the plausibility of the model's assumptions and resulting coalition-building dynamics. Moreover, a quantitative test shows that the model's predictions correspond closely to the observed consensus rates. Finally, computational experiments predict a positive effect of the voting threshold but no effect of increases in membership on winning coalition size, which has important practical implications for institutional design and enlargement policy.",2022-08-02T15:19:44Z
doi:10.7910/DVN/UTHBDT,2,78,FALSE,FALSE,TRUE,0,0,1,Replication Data for: Comparing ‘responsible party government’ in the US and the UK,"Responsible parties are conventionally defined as those capable of announcing their legislative goals and then passing them on the strength of their own members’ votes. In this paper, I consider why UK majority parties have closely approximated these conditions for responsibility since the 1880s, while US majority parties have never approximated them closely. I provide the first systematic evidence on when the British opposition began to offer across-the-board opposition to the government’s agenda and when the government became able to pass bills using only its own members’ votes. I also explore the role that leaders’ control of the legislative agenda and their followers’ nominations played in these developments. I attribute US parties’ inability to mimic their British counterparts to different costs of defending bill passage coalitions against “weakest-link” attacks.",2022-12-21T21:36:12Z
doi:10.7910/DVN/UTJGTF,1,1549,TRUE,FALSE,TRUE,2,0,4,Replication Data for: Contributions by Interest Groups to Lobbying Coalitions,"Data include interest group membership in coalitions, contributions to coalitions, and characteristics of interest groups and coalitions. R Script and Output are contained within. Data are in CSV file format.",2017-05-26T23:17:28Z
doi:10.7910/DVN/UTPOTW,2,70,TRUE,FALSE,FALSE,3,0,0,Replication Data for: Can International Courts Enhance Domestic Judicial Review? Separation of Powers and the European Court of Justice,"Replication files for ""Can International Courts Enhance Domestic Judicial Review? Separation of Powers and the European Court of Justice."" Includes STATA code and datasets for both primary and supplementary analyses.",2020-12-21T21:58:01Z
doi:10.7910/DVN/UTRXT7,3,1062,TRUE,FALSE,FALSE,5,0,0,"Replication Data for: Brokers, Social Networks, Reciprocity, and Clientelism","Although canonical models of clientelism argue that brokers use dense social networks to monitor and enforce vote buying, recent evidence suggests that brokers can instead target intrinsically reciprocal voters and reduce the need for active monitoring and enforcement. Combining a trove of survey data on brokers and voters in the Philippines with an experiment-based measure of reciprocity, and relying on local naming conventions to build social networks, we demonstrate that brokers employ both strategies conditional on the underlying social network structure. We show that brokers are chosen for their central position in networks and are knowledgeable about voters, including their reciprocity levels. We then show that, where village social networks are dense, brokers prefer to target voters that have many ties in the network because their votes are easiest to monitor. Where networks are sparse, brokers target intrinsically reciprocal voters whose behavior they need not monitor.",2021-01-04T20:43:00Z
doi:10.7910/DVN/UUDOS0,1,166,FALSE,FALSE,FALSE,0,0,0,Replication Data for: Symbolic Refugee Protection: Explaining Latin America’s Liberal Refugee Laws,"The following code allows users to replicate all the statistical models used in the publication of the article: Symbolic Refugee Protection: Explaining Latin America’s Liberal Refugee Laws, American Political Science Review. All the replication code is in R, whereas the spatial panel liner model can be replicated using the .do file with STATA. If you have any questions related to the code, do not hesitate to get in touch With Omar Hammoud-Gallego",2022-09-06T12:57:50Z
doi:10.7910/DVN/UV7ZPZ,1,354,FALSE,FALSE,FALSE,0,0,0,"Replication Data for: ""Uncovering Reactions to the Racial Resentment Scale Across the Racial Divide."" ","Codebook (.pdf), dataset (.xls), and syntax (.do)",2017-06-05T18:44:15Z
doi:10.7910/DVN/UVANPR,1,59,FALSE,FALSE,TRUE,0,0,2,Legislative Review and Party Differentiation in Coalition Governments,"Multiparty governance requires compromise and this compromise can lead to electoral losses. I argue that coalition members are motivated to differentiate themselves from their cabinet partners in order mitigate potential electoral losses resulting from voters perceiving them as not rigorously pursuing their core policy positions or not possessing strong policy stands. I test this argument with original data on the scrutiny of over 2,200 government bills gathered from three parliamentary democracies incorporating information on voter perceptions of partisan ideology and parties' policy preferences as derived from their manifestos. I find that coalition partners that are perceived as more similar will amend one another's legislative proposals more vigorously in an effort to differentiate in the eyes of the electorate -- to protect their brand -- and therefore provide evidence for ""pure"" vote-seeking behavior in the legislative review process. Further, these original data provide answers to several open questions regarding the policy motivations of cabinet parties in legislative review and the role of committee chairs and external support parties on policy outcomes.",2018-11-09T16:33:09Z
doi:10.7910/DVN/UVFOWU,1,77,FALSE,FALSE,FALSE,0,0,0,Replication Data for: Reference Points and Democratic Backsliding,"We propose a theory of democratic backsliding where citizens' retrospective assessment of an incumbent politician depends on expectations that are endogenous to the incumbent's behavior. We show that democratic backsliding can occur even when most citizens and most politicians intrinsically value democracy. By challenging norms of democracy, an incumbent can lower citizens' expectations; by not doubling down on this challenge, he can then beat this lowered standard. As a result, gradual backsliding can actually enhance an incumbent's popular support not despite of, but because of citizens' opposition to backsliding. This mechanism can only arise when citizens are uncertain enough about incumbents' preferences (e.g., owing to programmatically weak parties). Mass polarization, instead, can reduce the occurrence of backsliding while simultaneously increasing its severity.",2021-09-13T17:34:17Z
doi:10.7910/DVN/UW8G4Y,1,0,FALSE,FALSE,FALSE,0,0,0,"Replication Data for: Gone For Good: Deindustrialization, White Voter Backlash, and US Presidential Voting","Data to replicate the results in the paper ""Gone For Good: Deindustrialization, White Voter Backlash, and US Presidential Voting"".",2021-03-16T16:23:56Z
doi:10.7910/DVN/UW9NBY,12,6471,TRUE,FALSE,TRUE,1,0,1,Replication Data for: Can Party Elites Shape the Rank and File? Evidence from a Recruitment Campaign in India,"This repository contains all data and R scripts used to create figures and tables in the main text and online appendix for the article entitled ""Can Party Elites Shape the Rank-and-File? Evidence from a Recruitment Campaign in India."" It also includes the online appendix, relevant human subjects documentation, and survey questions used in the analysis. See ""readme.txt"" for more details.",2024-08-01T17:00:04Z
doi:10.7910/DVN/UXB857,5,1861,TRUE,FALSE,FALSE,1,0,0,Replication Data for: Going Local: Public Attitudes toward Municipal Offices of Immigration Affairs,"Local governments have been increasingly active in immigration policy by cooperating with federal immigration enforcement or creating local offices of immigrant affairs (OIA) charged with integrating immigrants. How do these policies shape perceptions of locales following these policy routes? Using a set of pre-registered survey experiments, we find that compared to local cooperation with federal immigration enforcement, creating an OIA produces more favorable public attitudes, with minimal differences when undocumented immigrants also receive access to services. Democrats, especially White Democrats, have the most favorable views of cities with an OIA. While Republicans prefer cooperation with ICE, their attitudes toward cities with OIAs remain positive. Our findings suggest that despite partisan immigration policy debates, establishing OIAs does not attract the negative political attention common in an era of hyperpolarization. OIAs could be a rare immigration policy that may be effective and supported.",2023-10-31T14:32:44Z
doi:10.7910/DVN/UY2GRM,2,392,TRUE,FALSE,TRUE,1,0,1,Replication Data for: 'I'm From the Government and I'm Here to Help: Public Perceptions of Coercive State Power,Dataset (.dta) and replication instruction (.do) files to replicate all findings for article.,2024-04-30T19:04:22Z
